pkey,K_tfh_blz,n_tfh_blz,K_blz_tfh,n_blz_tfh,K_blz_tfr,n_blz_tfr,K_tfr_tfh,dummy1,dummy2,dummy3,dummy4,dummy5
11072021_AAEVN,0.0517173,0.391963,1.01881,0.569309,7.9934,0.367285,0.419467,0.119701,0.00251086,0.273607,0.405165,0.63789
11072021_AAEVO,0.116221,3.61065,1.32104,4.22278,7.3911,3.40185,0.336391,0.905682,0.911202,0.692819,0.828758,0.277778
11072021_AAEVS,0.146719,1.64259,1.09466,2.35427,9.28764,0.452339,0.30652,0.12818,0.814002,0.206107,0.515738,0.579411
11072021_AAEWH,0.0969893,0.650445,1.12386,1.41206,8.70593,4.05913,0.280886,0.917572,0.504626,0.660893,0.962332,0.479187
11072021_AAEWO,0.107098,0.502502,1.2782,0.627874,9.16328,1.0145,0.489362,0.197379,0.870227,0.0862655,0.039941,0.433205
11072021_AAEWP,0.057746,0.782288,1.48098,0.311045,9.50318,0.775054,0.340739,0.721721,0.563338,0.248997,0.237075,0.199673
11072021_AAEWQ,0.124304,2.23257,1.17918,1.03507,5.11228,2.09199,0.414731,0.256787,0.475935,0.78482,0.559107,0.841026
11072021_AAEWT,0.0685734,0.978952,1.03566,0.25488,9.09829,1.56706,0.202452,0.886857,0.280582,0.130991,0.534298,0.594878
11072021_AAEWU,0.100952,1.7795,1.3745,1.89686,5.99567,0.845936,0.440471,0.103386,0.680484,0.839341,0.231793,0.484762
11072021_AAEXA,0.118145,0.631553,1.20786,0.764772,9.42245,0.501766,0.365103,0.411329,0.0357342,0.0317931,0.743391,0.772257
11072021_AAEXI,0.127315,0.765559,1.31888,2.83136,8.61843,2.6653,0.408586,0.232061,0.0946678,0.619836,0.455647,0.546946
11072021_AAEXJ,0.0553696,0.600163,1.34499,3.96299,6.65543,3.22973,0.447062,0.813493,0.997947,0.293643,0.285321,0.573836
11072021_AAEXL,0.0999018,3.37071,1.47138,0.208451,5.73723,0.488839,0.422096,0.392335,0.380101,0.0637101,0.610294,0.968829
11072021_AAEXR,0.089895,0.728797,1.23739,0.589198,5.31101,0.619586,0.481024,0.509364,0.931163,0.865756,0.515156,0.856702
11072021_AAEYC,0.0564938,0.490383,1.25864,1.5981,6.02534,1.65003,0.415204,0.500003,0.0429308,0.971546,0.0219255,0.0541053
11072021_AAEYK,0.0980488,0.891949,1.15092,0.288546,7.17416,0.310632,0.362593,0.820871,0.108952,0.43056,0.810417,0.267333
11072021_AAEYM,0.0840288,1.00328,1.29802,2.39325,8.7456,0.272405,0.438396,0.629382,0.738122,0.690517,0.290763,0.991273
11072021_AAEYT,0.120049,0.515221,1.18484,0.308143,7.55498,0.383646,0.473721,0.222868,0.986833,0.733285,0.948622,0.353723
11072021_AAEYX,0.102663,0.42299,1.0071,1.75039,7.34533,0.265896,0.493009,0.672424,0.830539,0.658835,0.406701,0.751764
11072021_AAEYY,0.0668742,3.69951,1.34056,0.235938,8.03186,2.46277,0.262314,0.333459,0.240207,0.374982,0.85762,0.141162
11072021_AAEZB,0.134689,0.938416,1.29598,1.3877,9.25773,1.99984,0.449088,0.4186,0.928602,0.176613,0.219535,0.075129
11072021_AAEZD,0.11672,2.64028,1.41883,0.868429,8.29131,0.353023,0.42013,0.871465,0.451415,0.462249,0.925867,0.475958
11072021_AAEZF,0.139291,0.746808,1.22565,1.70314,9.66276,0.988898,0.404498,0.190962,0.227936,0.199225,0.547916,0.720452
11072021_AAEZL,0.128335,1.46531,1.32492,0.839602,6.21435,0.473488,0.480453,0.265034,0.614438,0.92964,0.0365631,0.00690387
11072021_AAEZN,0.105877,0.615902,1.36452,0.25148,8.54658,4.74284,0.372981,0.385839,0.169003,0.646704,0.276118,0.944728
11072021_AAEZO,0.0636365,1.14725,1.04564,1.91287,6.69389,0.342435,0.308656,0.608279,0.760312,0.323636,0.957989,0.084122
11072021_AAEZT,0.113707,1.82437,1.21768,2.55051,6.97287,2.24598,0.446446,0.0702811,0.548128,0.482222,0.764521,0.282994
11072021_AAEZW,0.0919022,1.2612,1.24333,4.36462,7.66627,2.75388,0.407866,0.979805,0.418324,0.683401,0.992557,0.338138
11072021_AAEZY,0.0598719,0.321274,1.11999,0.284316,9.88268,0.511908,0.460408,0.30819,0.957527,0.959232,0.168683,0.236145
11072021_AAFAB,0.141691,2.004,1.00922,1.17501,8.65689,0.415004,0.274514,0.439718,0.14805,0.528693,0.783468,0.0446084
11072021_AAFAC,0.0778708,0.710524,1.33062,0.354145,6.72029,3.84086,0.482063,0.538805,0.796975,0.437742,0.480472,0.934506
11072021_AAFAM,0.143977,2.5086,1.07082,1.50435,5.73229,0.20729,0.445384,0.761473,0.411348,0.705413,0.212305,0.348277
11072021_AAFAO,0.101008,0.986122,1.19867,0.538004,6.64087,1.36875,0.42289,0.464339,0.966693,0.937356,0.88842,0.202322
11072021_AAFAP,0.0513353,0.634899,1.05778,0.400942,7.02604,0.842894,0.257157,0.986743,0.724746,0.774866,0.835543,0.430422
11072021_AAFAQ,0.118177,1.10965,1.34456,1.33448,7.58943,1.56018,0.499865,0.0230297,0.314102,0.19156,0.40026,0.540536
11072021_AAFAZ,0.0605304,3.24717,1.29156,0.685471,6.52167,0.783419,0.315489,0.103738,0.213471,0.0456662,0.789969,0.302335
11072021_AAFBD,0.0551822,1.05574,1.20829,0.25034,5.98113,0.401776,0.389636,0.737924,0.649238,0.445399,0.567192,0.864088
11072021_AAFBH,0.0825576,2.38719,1.49717,0.32791,7.8871,1.33132,0.367964,0.48392,0.621376,0.967198,0.754358,0.0565935
11072021_AAFBL,0.0901775,1.96912,1.31943,1.68944,7.05244,1.91487,0.383763,0.932804,0.71554,0.892756,0.358779,0.580122
11072021_AAFBM,0.129384,0.725531,1.02822,0.221408,7.69975,0.691281,0.298345,0.0925639,0.370325,0.0775774,0.907372,0.44071
11072021_AAFBN,0.0792097,0.466021,1.23119,0.838146,8.62326,1.1091,0.459127,0.617059,0.0634231,0.228381,0.870131,0.176408
11072021_AAFCF,0.0691835,1.32531,1.27862,0.304962,5.10733,4.96693,0.457656,0.902881,0.444683,0.422657,0.145572,0.462417
11072021_AAFCQ,0.107349,1.39435,1.16486,1.62567,8.51205,0.771658,0.356945,0.367904,0.529452,0.184524,0.820316,0.129711
11072021_AAFCX,0.132922,2.8385,1.00394,0.959395,9.0719,1.19502,0.223436,0.311021,0.243183,0.492399,0.819928,0.551893
11072021_AAFDA,0.054548,1.98812,1.46486,0.383973,6.29224,2.38272,0.410414,0.0109939,0.287446,0.821183,0.71584,0.0155577
11072021_AAFDC,0.0655166,0.447263,1.11685,3.86965,7.86612,4.91326,0.48402,0.445005,0.93176,0.0498895,0.196676,0.72779
11072021_AAFDG,0.0571208,0.369511,1.20083,0.716361,7.04062,3.17767,0.464582,0.893642,0.77626,0.124335,0.658633,0.127662
11072021_AAFDK,0.0797462,0.835384,1.47457,0.57463,8.93682,0.930801,0.442872,0.139883,0.998507,0.602715,0.971478,0.952733
11072021_AAFDN,0.146272,4.7442,1.31427,1.03189,6.66841,4.12415,0.42879,0.487657,0.527046,0.0807088,0.0631673,0.530882
11072021_AAFDV,0.111686,2.54778,1.20666,0.415073,5.2785,0.865346,0.497835,0.183406,0.593593,0.508413,0.854495,0.805936
11072021_AAFDX,0.143718,0.970958,1.07853,2.90614,7.4853,4.00327,0.370439,0.604533,0.0381247,0.848697,0.0623589,0.643343
11072021_AAFDY,0.0757955,1.7887,1.26131,0.876091,8.04815,0.443568,0.310543,0.3896,0.875527,0.179985,0.735957,0.253459
11072021_AAFDZ,0.126548,1.14849,1.49591,0.234338,8.4308,2.94048,0.444485,0.913956,0.682913,0.0301623,0.542706,0.113676
11072021_AAFEH,0.113163,3.03668,1.27695,0.227585,6.11384,2.13949,0.354878,0.457887,0.250357,0.609646,0.432486,0.394622
11072021_AAFEK,0.0993431,2.12733,1.19099,0.477296,8.34639,4.48506,0.242608,0.220572,0.217778,0.188071,0.0315077,0.920753
11072021_AAFEL,0.107886,1.66459,1.40781,1.0599,8.8235,1.37082,0.377769,0.875336,0.406865,0.558599,0.954866,0.999938
11072021_AAFEO,0.0796191,2.62811,1.11872,2.59356,6.59315,2.81111,0.265334,0.677146,0.124992,0.13752,0.573572,0.442513
11072021_AAFER,0.121943,0.653229,1.01,0.643035,5.37752,1.54335,0.451233,0.574915,0.809473,0.320265,0.443025,0.274659
11072021_AAFFA,0.0860874,1.30442,1.38118,2.12371,5.90353,1.13217,0.486669,0.0439369,0.560259,0.353544,0.788537,0.879296
11072021_AAFFF,0.140673,2.25893,1.44928,0.525901,9.51646,0.483233,0.324149,0.0794178,0.912658,0.375903,0.396753,0.148877
11072021_AAFFL,0.0704287,0.64022,1.31673,0.921833,8.77885,0.344099,0.337369,0.0525018,0.366984,0.196031,0.883357,0.850488
11072021_AAFFM,0.110033,1.20853,1.03093,3.02911,5.6706,4.64754,0.4181,0.95335,0.70341,0.771372,0.319134,0.241839
11072021_AAFFO,0.120978,0.923941,1.42584,0.201002,9.74143,2.28506,0.495076,0.528154,0.0742713,0.107486,0.830731,0.516645
11072021_AAFFW,0.136788,0.4947,1.03747,2.02327,8.31884,0.478696,0.432989,0.832301,0.0082201,0.550937,0.118185,0.804518
11072021_AAFGC,0.123286,1.61725,1.3383,0.326315,8.26681,1.0605,0.32521,0.778422,0.0498037,0.686953,0.564448,0.215914
11072021_AAFGD,0.0728074,1.03876,1.41622,0.660783,7.90972,0.799542,0.467391,0.300835,0.259006,0.525255,0.652203,0.416953
11072021_AAFGV,0.0756741,0.590849,1.08962,0.242896,5.78173,0.27541,0.465936,0.218137,0.139236,0.813285,0.365023,0.195137
11072021_AAFHD,0.0664662,0.735649,1.44686,1.99938,7.24916,1.45147,0.462443,0.398246,0.1982,0.276329,0.592187,0.469768
11072021_AAFHF,0.0810896,1.12911,1.17739,0.339123,7.45165,0.639048,0.335911,0.467353,0.234748,0.392265,0.100212,0.511482
11072021_AAFHO,0.103875,0.772911,1.12113,0.366623,8.85802,0.226032,0.352066,0.863261,0.769068,0.0222592,0.37838,0.183944
11072021_AAFHT,0.0531555,0.538311,1.13704,0.50597,9.80951,3.47872,0.217833,0.338798,0.539314,0.172271,0.337233,0.44894
11072021_AAFHX,0.0625783,0.509916,1.23898,2.15325,8.9125,2.83006,0.367655,0.912656,0.652508,0.356447,0.417559,0.201171
11072021_AAFIF,0.0795622,0.9493,1.3505,0.211827,7.88083,0.592868,0.408657,0.732536,0.711235,0.803926,0.625225,0.479642
11072021_AAFIG,0.139963,1.65914,1.05966,1.59638,7.19361,1.09738,0.346675,0.261612,0.374808,0.228907,0.0766582,0.61953
11072021_AAFIH,0.0905055,1.18463,1.20049,3.21238,6.32636,0.797253,0.485779,0.784131,0.0664471,0.0749904,0.144878,0.763217
11072021_AAFIJ,0.0584733,0.418635,1.07688,0.375495,5.988,4.51195,0.38345,0.486539,0.559411,0.282501,0.937994,0.662139
11072021_AAFIK,0.122001,3.75161,1.27078,1.28161,9.09626,0.326025,0.298068,0.523249,0.401697,0.746189,0.264423,0.303974
11072021_AAFIO,0.118707,1.84847,1.22901,3.49799,8.40648,0.965255,0.369851,0.139002,0.962036,0.776172,0.0965752,0.865239
11072021_AAFIP,0.0680122,1.3167,1.02623,1.39469,8.08239,1.34687,0.235177,0.663337,0.721529,0.933962,0.180424,0.501878
11072021_AAFIT,0.0607883,3.56935,1.15708,0.259059,7.01337,1.89351,0.215967,0.238257,0.564591,0.984527,0.706866,0.103593
11072021_AAFIW,0.126754,1.01822,1.36798,0.635696,9.79058,4.62945,0.403822,0.444109,0.903781,0.313433,0.821574,0.578956
11072021_AAFJA,0.110306,2.23742,1.07862,0.791866,6.65385,0.607386,0.354006,0.713802,0.869031,0.834515,0.50971,0.27927
11072021_AAFJI,0.146932,1.27545,1.17269,0.774599,8.78922,0.374481,0.452992,0.165934,0.190383,0.304867,0.399017,0.247594
11072021_AAFJJ,0.0571355,1.10363,1.45592,1.69861,8.33165,0.66601,0.317238,0.945736,0.43489,0.942123,0.602647,0.168688
11072021_AAFJK,0.124866,0.577331,1.13393,0.231117,6.44006,1.20216,0.400607,0.0445205,0.526199,0.0252877,0.163428,0.81054
11072021_AAFJR,0.0859033,1.48245,1.25517,3.91425,7.2789,1.61195,0.361509,0.57604,0.776863,0.0508495,0.567901,0.407076
11072021_AAFKJ,0.119617,0.858267,1.30377,0.597318,8.28475,3.96825,0.357625,0.123001,0.353731,0.296901,0.547221,0.0524486
11072021_AAFKL,0.111774,1.07145,1.15303,1.21172,7.35798,2.94986,0.433575,0.422953,0.990719,0.574176,0.0353811,0.706158
11072021_AAFKT,0.145988,1.94254,1.26455,0.400221,5.69496,0.566787,0.493318,0.243685,0.92392,0.0173827,0.765215,0.989998
11072021_AAFKU,0.0845108,0.733367,1.08311,1.3276,8.7643,1.04911,0.262586,0.777777,0.0210886,0.949776,0.439274,0.0981475
11072021_AAFLC,0.0570142,0.997559,1.12749,2.74029,5.59586,0.921708,0.453935,0.650159,0.675087,0.0588079,0.481731,0.352433
11072021_AAFLO,0.0774206,0.638313,1.21177,0.605384,7.24437,0.391098,0.387076,0.686031,0.414697,0.530134,0.0226807,0.722093
11072021_AAFMG,0.0585961,2.31188,1.28019,0.495115,7.62721,2.80351,0.237726,0.159772,0.29962,0.712663,0.0672285,0.846067
11072021_AAFMR,0.105616,0.68517,1.24911,0.733276,8.11348,0.32094,0.495965,0.268413,0.552441,0.321157,0.220245,0.649314
11072021_AAFMX,0.0590156,0.528117,1.3865,4.20145,7.15946,1.16217,0.437808,0.0948523,0.263441,0.684367,0.363778,0.519383
11072021_AAFNB,0.0635104,0.435624,1.29861,0.96071,7.89706,1.79683,0.454835,0.55234,0.419186,0.734914,0.780852,0.117314
11072021_AAFND,0.0814797,1.13664,1.42402,1.25441,9.47582,0.388024,0.413444,0.223986,0.958877,0.903323,0.073533,0.456719
11072021_AAFNN,0.0707629,0.703881,1.20117,0.23517,9.60018,4.37979,0.230662,0.167971,0.983851,0.771822,0.613007,0.55605
11072021_AAFNT,0.0947842,1.55316,1.24215,0.785553,6.87976,0.508361,0.320592,0.039539,0.304042,0.55427,0.824682,0.493233
11072021_AAFNX,0.0674699,3.44633,1.4684,0.622259,8.78571,3.86576,0.28482,0.801111,0.456838,0.0331307,0.512459,0.675975
11072021_AAFOG,0.138718,0.691543,1.09771,4.82836,8.52211,0.569554,0.448203,0.658859,0.452505,0.392669,0.831913,0.192384
11072021_AAFOH,0.0537095,0.883437,1.25588,0.429092,9.31171,0.433159,0.312671,0.440607,0.172844,0.857922,0.158611,0.144736
11072021_AAFOI,0.114302,1.60717,1.09177,1.44163,6.24863,3.91236,0.405084,0.537931,0.772941,0.175652,0.60565,0.755338
11072021_AAFOO,0.103322,0.568605,1.49059,0.478262,9.67732,3.02063,0.479866,0.978733,0.385966,0.945495,0.11749,0.472506
11072021_AAFOX,0.0669133,0.660884,1.06617,2.30735,6.75456,0.46995,0.407282,0.263726,0.580356,0.691471,0.911497,0.186072
11072021_AAFOY,0.102612,1.17155,1.27368,0.701999,8.65195,1.26945,0.34973,0.730438,0.490024,0.274719,0.354594,0.796674
11072021_AAFPJ,0.102001,0.865972,1.07074,0.276723,5.29148,1.94276,0.429097,0.931991,0.745915,0.720506,0.733689,0.730057
11072021_AAFPS,0.0763219,1.3294,1.12671,0.200298,8.57281,3.38755,0.257744,0.272647,0.273644,0.850262,0.760406,0.0898811
11072021_AAFPX,0.104371,1.71722,1.16216,0.443548,6.78559,4.18052,0.296587,0.683186,0.630018,0.0475313,0.996191,0.0385744
11072021_AAFQG,0.0801964,0.501878,1.10902,0.324873,9.44198,1.57464,0.387879,0.0224538,0.350359,0.429485,0.525339,0.640725
11072021_AAFQI,0.0880143,2.22367,1.44144,4.92722,6.01521,1.48693,0.464268,0.462954,0.994641,0.699436,0.0132535,0.115928
11072021_AAFQM,0.0863422,1.77695,1.01172,2.68363,5.09274,0.601412,0.382287,0.176996,0.161165,0.676649,0.715147,0.714742
11072021_AAFQS,0.0941732,0.628916,1.41372,0.266274,9.14375,0.77863,0.455898,0.36896,0.555966,0.452215,0.195493,0.0598545
11072021_AAFQU,0.0713253,1.42278,1.40461,0.892171,6.8666,2.85279,0.395191,0.497729,0.220152,0.233259,0.49207,0.997305
11072021_AAFQV,0.141194,4.54044,1.0687,0.412262,9.01882,1.36031,0.208067,0.195867,0.310744,0.591828,0.10693,0.445253
11072021_AAFRG,0.0629497,2.40949,1.0953,0.217727,5.63011,1.11563,0.31931,0.847857,0.659328,0.257869,0.152105,0.434057
11072021_AAFRH,0.14952,1.52733,1.43126,0.505016,8.47781,2.33919,0.431729,0.579138,0.87156,0.930533,0.25134,0.881547
11072021_AAFRL,0.129407,2.78625,1.25353,2.45093,6.42246,3.65086,0.450957,0.00555845,0.965357,0.988869,0.8538,0.481737
11072021_AAFRT,0.088322,1.2962,1.2816,0.910138,9.39619,0.574258,0.254169,0.305766,0.392268,0.453236,0.22767,0.138327
11072021_AAFRW,0.139022,1.86631,1.45313,0.203505,9.11478,2.06019,0.388441,0.765677,0.16642,0.365913,0.0498342,0.494418
11072021_AAFSB,0.0537174,1.59377,1.17387,2.26222,8.63737,2.99337,0.222432,0.110871,0.458777,0.884907,0.939989,0.417471
11072021_AAFSE,0.103314,1.00217,1.06476,2.04927,7.6858,0.434319,0.384939,0.586546,0.232479,0.793495,0.774086,0.215394
11072021_AAFSM,0.125717,1.36426,1.14627,4.97907,6.71342,2.47176,0.331294,0.965995,0.571155,0.21498,0.800972,0.454058
11072021_AAFSR,0.0670768,1.16619,1.49199,0.436956,6.23388,1.68962,0.429543,0.184236,0.804186,0.531948,0.193092,0.376715
11072021_AAFSX,0.073418,0.745678,1.39495,2.95585,9.23819,0.62119,0.490917,0.0306703,0.738955,0.284785,1.8402e-05,0.447503
11072021_AAFTK,0.113896,2.59639,1.11481,4.6053,8.77116,1.78903,0.242775,0.420081,0.488084,0.674347,0.161456,0.047382
11072021_AAFTO,0.120367,1.25559,1.3851,1.12468,8.72607,4.39154,0.471728,0.804389,0.923362,0.832345,0.446734,0.611088
11072021_AAFTP,0.0920911,4.42401,1.08043,2.41744,5.87073,2.19516,0.283998,0.502489,0.608252,0.473149,0.0819503,0.0732925
11072021_AAFTU,0.109472,0.709868,1.03315,0.554492,7.15463,2.67391,0.394602,0.74548,0.294689,0.0465098,0.9659,0.147885
11072021_AAFUB,0.0868203,1.08623,1.22691,0.499745,9.18585,1.41981,0.298685,0.0841832,0.701316,0.41482,0.555661,0.532185
11072021_AAFUG,0.0866974,0.981974,1.42973,0.379101,6.91942,2.17455,0.472516,0.257417,0.437729,0.57839,0.434241,0.973318
11072021_AAFUO,0.0712594,0.541697,1.04137,1.14414,6.12123,0.410023,0.450274,0.0771897,0.379254,0.010244,0.64749,0.689901
11072021_AAFUR,0.127179,3.25129,1.08784,0.290269,7.41561,0.50496,0.261175,0.178564,0.694582,0.438828,0.275367,0.529386
11072021_AAFUX,0.149314,0.845027,1.01325,1.97067,9.15845,0.338384,0.414146,0.972348,0.524713,0.840315,0.595436,0.681628
11072021_AAFUY,0.0827594,1.51451,1.33441,0.258215,6.08934,4.57034,0.342496,0.00619032,0.436334,0.126119,0.171861,0.289789
11072021_AAFVC,0.0899893,2.79785,1.48089,1.39925,9.00408,3.24821,0.324233,0.580989,0.27949,0.200572,0.692297,0.815699
11072021_AAFVG,0.0719782,1.23349,1.19164,1.74429,7.1271,0.951459,0.280299,0.32692,0.494787,0.713979,0.879219,0.0140629
11072021_AAFVJ,0.116394,0.554621,1.08572,0.434956,8.60373,0.712158,0.483222,0.941479,0.252571,0.373628,0.90214,0.299274
11072021_AAFVQ,0.0656371,0.861456,1.16368,0.471241,7.71928,1.217,0.349241,0.481462,0.0560509,0.461139,0.814388,0.0679696
11072021_AAFVW,0.0693753,4.21081,1.42796,0.252555,8.15257,1.24418,0.252813,0.614573,0.505732,0.733892,0.811138,0.196099
11072021_AAFVX,0.143156,1.31923,1.10762,0.6513,6.00065,3.11142,0.365689,0.812925,0.963388,0.0930868,0.660175,0.736343
11072021_AAFWF,0.115562,1.20098,1.1813,0.281738,9.62911,0.299336,0.313352,0.693229,0.371401,0.921845,0.633419,0.99844
11072021_AAFWI,0.0803563,1.38877,1.46453,3.13218,7.60896,0.535723,0.44765,0.410493,0.0038453,0.33147,0.368243,0.921215
11072021_AAFWN,0.1298,2.21196,1.29292,1.55641,8.55811,1.58756,0.309749,0.887998,0.304899,0.48999,0.409368,0.71167
11072021_AAFWO,0.0881503,0.784857,1.10942,0.206509,6.66041,0.87953,0.371696,0.10226,0.655973,0.539668,0.856891,0.322255
11072021_AAFWT,0.0832971,1.28516,1.09291,0.39601,6.40292,0.228737,0.326305,0.748737,0.500274,0.5018,0.0529365,0.581556
11072021_AAFWZ,0.0573233,0.581527,1.1004,0.593317,8.99272,1.96991,0.227,0.619909,0.211333,0.781364,0.259745,0.394487
11072021_AAFXH,0.0855753,0.523197,1.17312,0.247261,5.35799,0.545151,0.493935,0.999496,0.62374,0.203827,0.286504,0.155825
11072021_AAFXN,0.0759957,2.53764,1.40712,0.48515,6.09431,0.55558,0.397571,0.100758,0.064508,0.975595,0.337969,0.0183388
11072021_AAFXP,0.0689639,0.972543,1.28427,1.66801,6.43511,2.58185,0.434147,0.6796,0.557444,0.635315,0.514462,0.43094
11072021_AAFXT,0.0931899,0.428863,1.01102,1.46225,9.54225,0.766408,0.473379,0.417738,0.717076,0.153261,0.826617,0.73868
11072021_AAFXY,0.149676,4.81586,1.14917,0.243959,6.191,0.858477,0.308268,0.782305,0.537363,0.806111,0.830003,0.945782
11072021_AAFYB,0.0550111,0.817735,1.22956,1.36771,7.46577,0.208813,0.42237,0.9617,0.348975,0.73665,0.217842,0.769626
11072021_AAFYC,0.112976,2.13726,1.42279,0.410939,8.06769,2.81806,0.334642,0.0598072,0.690284,0.295939,0.516936,0.130226
11072021_AAFYG,0.10809,2.62382,1.26068,2.01291,7.02795,4.46796,0.314251,0.603052,0.595845,0.346974,0.119394,0.73304
11072021_AAFYK,0.129164,1.18991,1.03393,1.01484,8.87197,0.595009,0.293713,0.364918,0.631588,0.864451,0.307594,0.409679
11072021_AAFYM,0.118397,0.702448,1.34233,0.298352,8.91729,1.34321,0.467122,0.309513,0.68376,0.998454,0.751961,0.571571
11072021_AAFYZ,0.0771389,0.897543,1.05911,3.27127,8.12548,4.59178,0.293861,0.591268,0.940964,0.252924,0.237831,0.523911
11072021_AAFZB,0.10983,3.84582,1.17663,3.84707,7.62224,1.28942,0.290015,0.556537,0.268368,0.0729323,0.731694,0.475499
11072021_AAFZE,0.077651,1.2151,1.35629,1.57844,5.39189,3.30474,0.477306,0.762548,0.200753,0.74462,0.867062,0.964983
11072021_AAFZJ,0.144807,3.12324,1.28764,0.569948,9.32467,0.247362,0.333361,0.860803,0.334632,0.5162,0.444273,0.18769
11072021_AAFZN,0.117444,1.42092,1.01451,0.718949,7.43211,1.86046,0.311674,0.106799,0.42402,0.00674931,0.131183,0.887761
11072021_AAFZO,0.0505061,0.497082,1.33314,2.36289,8.11841,0.671637,0.369262,0.883442,0.521189,0.964567,0.570379,0.0276627
11072021_AAFZU,0.0894441,1.6193,1.0401,0.624297,7.83262,1.5254,0.270781,0.939426,0.546048,0.829039,0.11027,0.990816
11072021_AAFZV,0.139462,1.04379,1.2122,0.312104,8.17866,0.513849,0.409265,0.477472,0.770387,0.990492,0.166806,0.626426
11072021_AAFZX,0.108993,0.387889,1.08862,2.65568,9.13592,2.77411,0.459884,0.804849,0.3557,0.652157,0.998126,0.791972
11072021_AAGAL,0.142529,3.40981,1.41729,1.45517,7.17272,1.62023,0.45667,0.706516,0.23007,0.940305,0.0156552,0.570179
11072021_AAGAP,0.134909,1.24408,1.26689,0.254612,7.92926,1.03894,0.435098,0.13257,0.0736509,0.889255,0.620187,0.0431101
11072021_AAGAS,0.0526351,4.35427,1.19656,0.638709,5.1496,2.47848,0.322971,0.424794,0.394744,0.310835,0.970261,0.522373
11072021_AAGBD,0.123798,0.992352,1.10693,1.19012,8.03378,0.463204,0.317866,0.201769,0.111322,0.755619,0.0663222,0.944267
11072021_AAGBK,0.0533476,0.341522,1.03823,0.936956,6.60467,1.18112,0.492947,0.175002,0.479269,0.983565,0.737159,0.213849
11072021_AAGBO,0.0606495,0.295707,1.17652,0.384469,8.56898,0.478089,0.48055,0.80537,0.156297,0.0442788,0.815675,0.182757
11072021_AAGBZ,0.101225,2.13488,1.33325,0.287069,8.42414,1.85605,0.260759,0.634718,0.913516,0.933892,0.974671,0.314081
11072021_AAGCF,0.140069,0.563784,1.04009,1.03005,8.16397,0.827351,0.387286,0.688169,0.904197,0.803795,0.467697,0.667318
11072021_AAGCH,0.129125,1.5881,1.3776,0.620979,7.2151,0.516679,0.460165,0.76197,0.251598,0.0750886,0.947799,0.0761509
11072021_AAGCL,0.14963,2.87896,1.30534,2.91144,7.72809,0.798205,0.440941,0.336889,0.407586,0.000623839,0.407829,0.537119
11072021_AAGCN,0.105099,0.702124,1.43297,0.415788,9.89873,4.31265,0.390779,0.883048,0.962412,0.356621,0.739523,0.888235
11072021_AAGCP,0.112917,1.31008,1.01658,3.44862,5.82579,2.72309,0.466148,0.567211,0.318138,0.522324,0.21987,0.354624
11072021_AAGCU,0.0690095,0.581102,1.12793,0.854557,9.9644,2.97215,0.301037,0.201187,0.435358,0.425146,0.248768,0.0851442
11072021_AAGDB,0.146422,1.99673,1.07293,0.761196,6.3706,1.04467,0.392255,0.597104,0.591956,0.051024,0.276699,0.719399
11072021_AAGDJ,0.124797,1.79223,1.15354,0.351797,7.97041,0.917811,0.286533,0.975455,0.243147,0.941977,0.304493,0.981258
